No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
4 augmented images by 'crop' to be generated.
Automatically generating validation set from 5% of the data.
Extracting augmented image features from training data set.
Analyzing and extracting image features.
+----------------------+------------------+--------------+------------------+
| Raw Images Processed | Augmented Images | Elapsed Time | Percent Complete |
| 5775                 | 28875            | 1h 26m       | 33.75%           |
| 5780                 | 28900            | 1h 26m       | 33.75%           |
| 5785                 | 28925            | 1h 27m       | 33.75%           |
| 5790                 | 28950            | 1h 27m       | 33.75%           |
| 5795                 | 28975            | 1h 27m       | 33.75%           |
| 5800                 | 29000            | 1h 27m       | 33.75%           |
| 5805                 | 29025            | 1h 27m       | 33.75%           |
| 5810                 | 29050            | 1h 27m       | 34%              |
| 5815                 | 29075            | 1h 27m       | 34%              |
| 5820                 | 29100            | 1h 27m       | 34%              |
| 5825                 | 29125            | 1h 27m       | 34%              |
| 5830                 | 29150            | 1h 27m       | 34%              |
| 5835                 | 29175            | 1h 27m       | 34%              |
| 5840                 | 29200            | 1h 27m       | 34%              |
| 5845                 | 29225            | 1h 27m       | 34%              |
| 5850                 | 29250            | 1h 28m       | 34.25%           |
| 5855                 | 29275            | 1h 28m       | 34.25%           |
| 5860                 | 29300            | 1h 28m       | 34.25%           |
| 5865                 | 29325            | 1h 28m       | 34.25%           |
| 5870                 | 29350            | 1h 28m       | 34.25%           |
| 5875                 | 29375            | 1h 28m       | 34.25%           |
| 5880                 | 29400            | 1h 28m       | 34.25%           |
| 5885                 | 29425            | 1h 28m       | 34.25%           |
| 5890                 | 29450            | 1h 28m       | 34.25%           |
| 5895                 | 29475            | 1h 28m       | 34.5%            |
| 5900                 | 29500            | 1h 28m       | 34.5%            |
| 5905                 | 29525            | 1h 28m       | 34.5%            |
| 5910                 | 29550            | 1h 28m       | 34.5%            |
| 5915                 | 29575            | 1h 28m       | 34.5%            |
| 5920                 | 29600            | 1h 29m       | 34.5%            |
| 5925                 | 29625            | 1h 29m       | 34.5%            |
| 5930                 | 29650            | 1h 29m       | 34.5%            |
| 5935                 | 29675            | 1h 29m       | 34.75%           |
| 5940                 | 29700            | 1h 29m       | 34.75%           |
| 5945                 | 29725            | 1h 29m       | 34.75%           |
| 5950                 | 29750            | 1h 29m       | 34.75%           |
| 5955                 | 29775            | 1h 29m       | 34.75%           |
| 5960                 | 29800            | 1h 29m       | 34.75%           |
| 5965                 | 29825            | 1h 29m       | 34.75%           |
| 5970                 | 29850            | 1h 29m       | 34.75%           |
| 5975                 | 29875            | 1h 29m       | 34.75%           |
| 5980                 | 29900            | 1h 29m       | 35%              |
| 5985                 | 29925            | 1h 30m       | 35%              |
| 5990                 | 29950            | 1h 30m       | 35%              |
| 5995                 | 29975            | 1h 30m       | 35%              |
| 6000                 | 30000            | 1h 30m       | 35%              |
| 6005                 | 30025            | 1h 30m       | 35%              |
| 6010                 | 30050            | 1h 30m       | 35%              |
| 6015                 | 30075            | 1h 30m       | 35%              |
| 6020                 | 30100            | 1h 30m       | 35.25%           |
| 6025                 | 30125            | 1h 30m       | 35.25%           |
| 6030                 | 30150            | 1h 30m       | 35.25%           |
| 6035                 | 30175            | 1h 30m       | 35.25%           |
| 6040                 | 30200            | 1h 30m       | 35.25%           |
| 6045                 | 30225            | 1h 30m       | 35.25%           |
| 6050                 | 30250            | 1h 30m       | 35.25%           |
| 6055                 | 30275            | 1h 31m       | 35.25%           |
| 6060                 | 30300            | 1h 31m       | 35.25%           |
| 6065                 | 30325            | 1h 31m       | 35.5%            |
| 6070                 | 30350            | 1h 31m       | 35.5%            |
| 6075                 | 30375            | 1h 31m       | 35.5%            |
| 6080                 | 30400            | 1h 31m       | 35.5%            |
| 6085                 | 30425            | 1h 31m       | 35.5%            |
| 6090                 | 30450            | 1h 31m       | 35.5%            |
| 6095                 | 30475            | 1h 31m       | 35.5%            |
| 6100                 | 30500            | 1h 31m       | 35.5%            |
| 6105                 | 30525            | 1h 31m       | 35.5%            |
| 6110                 | 30550            | 1h 31m       | 35.75%           |
| 6115                 | 30575            | 1h 31m       | 35.75%           |
| 6120                 | 30600            | 1h 32m       | 35.75%           |
| 6125                 | 30625            | 1h 32m       | 35.75%           |
| 6130                 | 30650            | 1h 32m       | 35.75%           |
| 6135                 | 30675            | 1h 32m       | 35.75%           |
| 6140                 | 30700            | 1h 32m       | 35.75%           |
